;Grid_Code;population_total_units;al_10_under;al_10_19;al_20_29;al_30_39;al_40_49;al_50_59;al_60_69;al_70_79;al_80_over;alk_18_under;alk_18_29;alk_30_49;alk_50_64;alk_65_over;fam_single;fam_married;fam_widowed;fam_divorced;fam_civil_partner;fam_civil_partner_deceased;fam_civil_partner_dissolved;fam_unknown;geb_germany;geb_eu27;geb_other_europe;geb_other_world;geb_other;ght_male;ght_female;re_roman_catholic;re_protestant;re_other;sg_germany;sg_eu27;sg_other_europe;sg_other_world;sg_other;sh_germany;sh_bosnia;sh_greece;sh_italy;sh_kazakhstan;sh_croatia;sh_netherlands;sh_austria;sh_poland;sh_romania;sh_russia;sh_turkey;sh_ukraine;sh_other;sk_germany;sk_abroad;sz_one;sz_mult_german_foreign;sz_mult_foreign_only;sz_unknown
15883;100mN33338E42384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15884;100mN33338E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15885;100mN33338E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15886;100mN33338E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15887;100mN33338E42388;10;0;0;3;3;3;0;3;0;0;0;3;4;3;0;3;5;3;0;0;0;0;0;10;0;0;0;0;3;7;0;6;4;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0
15888;100mN33338E42389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15889;100mN33338E42390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15890;100mN33338E42391;20;4;3;3;5;3;3;0;0;0;6;3;7;3;3;14;4;0;3;0;0;0;0;18;0;0;0;0;10;10;5;10;5;20;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;19;0;0;0
15891;100mN33338E42392;107;6;9;21;8;18;12;13;11;9;15;21;26;22;23;45;41;12;8;0;0;0;0;88;5;5;6;3;49;58;7;51;49;94;0;8;4;0;94;3;0;0;0;0;0;0;0;0;0;0;0;8;94;13;103;4;0;0
15892;100mN33338E42393;112;9;17;10;11;15;19;7;9;15;20;16;26;22;28;46;46;9;10;0;0;0;0;85;4;13;8;0;58;54;11;38;63;98;3;11;0;0;98;0;0;0;0;0;0;0;0;0;0;10;0;3;98;14;96;16;0;0
15893;100mN33338E42394;10;0;0;0;0;3;4;0;0;0;0;0;3;5;3;3;8;0;0;0;0;0;0;7;0;0;0;0;5;5;0;4;6;9;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;10;0;0;0
15894;100mN33338E42395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15895;100mN33338E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15896;100mN33338E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15897;100mN33338E42398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15898;100mN33338E42399;29;4;3;3;3;7;3;4;3;0;7;3;9;4;6;10;15;3;3;0;0;0;0;24;3;0;3;0;17;12;6;14;9;25;4;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;4;25;4;26;3;0;0
15899;100mN33338E42400;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15900;100mN33338E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15901;100mN33338E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15902;100mN33338E42403;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15903;100mN33338E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15904;100mN33338E42405;3;0;0;3;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
15905;100mN33338E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15906;100mN33338E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15907;100mN33338E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15908;100mN33338E42409;8;0;0;3;0;0;3;3;0;0;0;3;0;4;0;3;3;0;3;0;0;0;0;8;0;0;0;0;4;4;4;3;0;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0
15909;100mN33338E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15910;100mN33338E42411;6;0;0;0;0;0;4;0;0;0;0;0;0;4;0;3;3;0;0;0;0;0;0;6;0;0;0;0;4;3;0;3;4;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0
15911;100mN33338E42412;4;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;3;0;3;0;0;3;3;0;3;3;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;4;0;0;0
15912;100mN33338E42413;5;0;0;0;0;0;3;0;0;0;0;0;3;3;0;3;3;0;0;0;0;0;0;5;0;0;0;0;3;3;0;0;5;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0
15913;100mN33338E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15914;100mN33338E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15915;100mN33338E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15916;100mN33338E42417;10;0;3;0;3;0;3;0;0;0;3;0;3;4;0;6;4;0;0;0;0;0;0;10;0;0;0;0;6;4;0;7;3;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0
15917;100mN33338E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15918;100mN33338E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15919;100mN33338E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15920;100mN33338E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16083;100mN33339E42384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16084;100mN33339E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16085;100mN33339E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16086;100mN33339E42387;6;0;3;0;0;3;0;0;0;0;3;0;3;0;0;3;3;0;0;0;0;0;0;6;0;0;0;0;3;3;0;3;3;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0
16087;100mN33339E42388;27;3;3;3;3;3;4;3;5;3;5;3;5;5;10;8;15;3;3;0;0;0;0;27;0;0;0;0;16;11;0;12;15;27;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;27;0;0;0
16088;100mN33339E42389;7;0;0;3;0;0;0;3;0;0;0;3;3;0;0;5;0;0;0;0;0;0;0;7;0;0;0;0;3;4;0;3;3;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0
16089;100mN33339E42390;9;0;0;0;0;0;4;0;0;0;3;0;3;4;0;3;6;0;0;0;0;0;0;6;0;3;0;0;6;3;0;3;5;6;0;3;0;0;6;0;0;0;0;0;0;0;0;0;0;3;0;0;6;3;9;0;0;0
16090;100mN33339E42391;59;0;5;15;8;7;9;3;6;5;5;16;15;9;14;28;24;5;3;0;0;0;0;54;0;0;3;0;25;34;12;21;26;58;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;58;0;0;0
16091;100mN33339E42392;81;11;10;12;12;11;8;9;8;0;19;14;23;10;15;41;33;4;3;0;0;0;0;61;4;3;12;0;36;45;5;21;55;77;0;0;3;0;77;0;0;0;0;0;0;0;0;0;0;0;0;3;77;4;68;13;0;0
16092;100mN33339E42393;253;45;38;39;29;42;27;13;16;4;75;47;71;33;27;125;102;7;18;0;0;0;0;145;15;44;49;0;132;121;22;40;191;171;10;45;26;0;171;0;0;0;0;0;3;0;0;3;0;36;3;37;171;82;216;36;0;0
16093;100mN33339E42394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16094;100mN33339E42395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16095;100mN33339E42396;6;0;0;0;0;0;3;3;0;0;0;0;0;3;4;0;5;0;0;0;0;0;0;6;0;0;0;0;3;3;0;3;4;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0
16096;100mN33339E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16097;100mN33339E42398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16098;100mN33339E42399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16099;100mN33339E42400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16100;100mN33339E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16101;100mN33339E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16102;100mN33339E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16103;100mN33339E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16104;100mN33339E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16105;100mN33339E42406;10;0;0;0;4;0;0;3;0;0;0;3;4;0;3;4;5;0;0;0;0;0;0;8;3;0;0;0;4;6;3;7;0;8;3;0;0;0;8;0;0;0;0;0;0;0;3;0;0;0;0;0;8;3;9;0;0;0
16106;100mN33339E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16107;100mN33339E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16108;100mN33339E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16109;100mN33339E42410;3;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
16110;100mN33339E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16111;100mN33339E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16112;100mN33339E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16113;100mN33339E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16114;100mN33339E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16115;100mN33339E42416;4;0;0;0;0;0;0;0;3;0;0;0;0;0;4;0;3;0;0;0;0;0;0;3;0;0;0;0;3;3;0;3;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0
16116;100mN33339E42417;6;0;0;0;0;0;0;0;3;0;0;3;0;0;3;3;3;0;0;0;0;0;0;4;0;0;0;0;0;5;0;5;0;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0
16117;100mN33339E42418;12;3;0;0;0;3;3;0;4;0;3;0;3;3;4;5;4;0;3;0;0;0;0;11;0;0;0;0;5;7;3;3;6;11;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;12;0;0;0
16118;100mN33339E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16119;100mN33339E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16120;100mN33339E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16285;100mN33340E42384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16286;100mN33340E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16287;100mN33340E42386;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;4;0;0;0;0;3;3;0;3;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0
16288;100mN33340E42387;7;0;3;0;3;0;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;7;0;0;0;0;5;3;0;4;3;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0
16289;100mN33340E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16290;100mN33340E42389;24;3;3;4;3;9;3;0;0;0;6;4;11;3;0;11;12;0;0;0;0;0;0;20;3;3;0;0;14;10;3;9;13;23;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;23;0;0;0
16291;100mN33340E42390;83;13;17;5;19;21;7;0;0;0;24;11;40;8;0;38;44;0;0;0;0;0;0;76;0;3;3;0;42;41;6;31;46;78;0;3;0;0;78;0;0;0;0;0;0;0;0;0;0;3;0;3;78;5;77;5;0;0
16292;100mN33340E42391;50;3;6;6;12;10;7;0;3;3;9;6;22;8;5;25;21;3;3;0;0;0;0;45;3;3;0;0;29;21;3;17;31;44;3;4;0;0;44;0;0;0;0;0;0;0;3;0;0;4;0;0;44;6;48;3;0;0
16293;100mN33340E42392;103;18;16;15;11;18;17;4;3;3;30;19;29;19;6;56;40;0;6;0;0;0;0;66;0;23;13;0;53;50;4;25;74;76;0;21;6;0;76;0;0;0;0;0;0;0;0;0;0;20;0;6;76;27;84;19;0;0
16294;100mN33340E42393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16295;100mN33340E42394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16296;100mN33340E42395;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
16297;100mN33340E42396;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
16298;100mN33340E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16299;100mN33340E42398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16300;100mN33340E42399;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
16301;100mN33340E42400;5;0;0;0;0;0;0;0;3;0;0;0;0;0;4;0;0;3;0;0;0;0;0;4;0;0;0;0;3;3;0;3;3;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0
16302;100mN33340E42401;8;0;0;0;0;3;0;0;3;0;0;0;3;0;3;3;4;3;0;0;0;0;0;8;0;0;0;0;4;4;0;3;5;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0
16303;100mN33340E42402;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
16304;100mN33340E42403;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
16305;100mN33340E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16306;100mN33340E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16307;100mN33340E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16308;100mN33340E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16309;100mN33340E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16310;100mN33340E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16311;100mN33340E42410;6;0;0;0;0;3;0;0;0;0;3;0;3;0;3;3;3;3;0;0;0;0;0;5;0;0;0;0;4;3;0;4;3;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0
16312;100mN33340E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16313;100mN33340E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16314;100mN33340E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
